,claim,URL,truth_value,date,topic
2090,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-comparing-2020-us-death-toll-previous-years-/,false,"November 22, 2020",coronavirus
2091,"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/post-falsely-claims-federal-law-would-require-vacc/,false,"December 8, 2020",coronavirus
2092,“Biden confirms agenda to microchip the masses”,https://www.politifact.com/factchecks/2020/dec/11/instagram-posts/biden-did-not-confirm-or-support-agenda-microchip-/,pants-fire,"December 9, 2020",coronavirus
2093,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",https://www.politifact.com/factchecks/2020/dec/10/laura-ingraham/ingraham-wrongly-claims-no-science-suggests-restau/,false,"December 8, 2020",coronavirus
2094,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",https://www.politifact.com/factchecks/2020/dec/10/facebook-posts/fact-checking-facebook-post-comparing-covid-19-vac/,barely-true,"December 6, 2020",coronavirus
2095,“Head of Pfizer research: Covid vaccine is female sterilization.”,https://www.politifact.com/factchecks/2020/dec/10/blog-posting/no-pfizers-head-research-didnt-say-covid-19-vaccin/,false,"December 2, 2020",coronavirus
2096,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,https://www.politifact.com/factchecks/2020/dec/09/facebook-posts/conspiracy-theory-targets-first-recipient-uk-covid/,false,"December 8, 2020",coronavirus
2097,"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",https://www.politifact.com/factchecks/2020/dec/09/blog-posting/alternative-health-website-spreads-false-claim-abo/,barely-true,"December 6, 2020",coronavirus
2098,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",https://www.politifact.com/factchecks/2020/dec/08/joe-biden/many-americans-say-they-dont-want-vaccine-should-w/,half-true,"December 3, 2020",coronavirus
2099,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-danish-study-didnt-prove-wearing-masks-ineffect/,barely-true,"December 3, 2020",coronavirus
2100,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,https://www.politifact.com/factchecks/2020/dec/07/duey-stroebel/wisconsin-sen-stroebel-misfires-claim-cdc-admits-o/,false,"December 3, 2020",coronavirus
2101,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",https://www.politifact.com/factchecks/2020/dec/06/jb-pritzker/yes-conservatives-did-share-false-post-about-pritz/,true,"November 17, 2020",coronavirus
2102,China recovered from COVID-19 “without a vaccine.”,https://www.politifact.com/factchecks/2020/dec/04/viral-image/china-has-vaccine-and-new-covid-19-cases-have-rece/,false,"December 1, 2020",coronavirus
2103,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,https://www.politifact.com/factchecks/2020/dec/04/mandy-cohen/nc-covid-19-deaths-surpass-10-years-flu-deaths/,true,"December 1, 2020",coronavirus
2104,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/masks-do-not-kill-people-and-do-not-reduce-blood-o/,false,"November 30, 2020",coronavirus
2105,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,https://www.politifact.com/factchecks/2020/dec/02/blog-posting/former-pfizer-employee-wrong-coronavirus-pandemic-/,pants-fire,"October 16, 2020",coronavirus
2106,“The states that are locked down are increasing at twice the rate we are” in Florida,https://www.politifact.com/factchecks/2020/dec/02/ron-desantis/florida-doing-better-covid-19-locked-down-states/,half-true,"November 30, 2020",coronavirus
2107,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,https://www.politifact.com/factchecks/2020/dec/01/tammy-baldwin/yes-americans-pay-more-remdesivir-no-trump-adminis/,half-true,"November 19, 2020",coronavirus
2108,Says the Denver Broncos signed Colin Kaepernick.,https://www.politifact.com/factchecks/2020/nov/30/viral-image/no-denver-broncos-didnt-sign-colin-kaepernick/,false,"November 28, 2020",coronavirus
2109,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,https://www.politifact.com/factchecks/2020/nov/27/greg-abbott/examining-effectiveness-texas-statewide-shutdowns/,false,"November 19, 2020",coronavirus
2110,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",https://www.politifact.com/factchecks/2020/nov/25/robin-vos/wisconsin-assembly-speaker-says-state-passed-one-f/,false,"November 22, 2020",coronavirus
2111,“Pennsylvania just banned alcohol sales.”,https://www.politifact.com/factchecks/2020/nov/24/viral-image/pennsylvania-has-banned-some-alcohol-sales-thanksg/,barely-true,"November 24, 2020",coronavirus
2112,North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,https://www.politifact.com/factchecks/2020/nov/23/facebook-posts/no-daughter-north-carolina-gov-roy-cooper-didnt-ju/,false,"November 22, 2020",coronavirus
2113,"“666,000 teachers have been laid off already since March.""",https://www.politifact.com/factchecks/2020/nov/20/joe-biden/biden-mischaracterizes-teacher-layoffs-pandemic/,barely-true,"November 18, 2020",coronavirus
2114,Says “Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.”,https://www.politifact.com/factchecks/2020/nov/20/ron-paul/biden-not-advocating-nationwide-lockdown/,false,"November 15, 2020",coronavirus
2115,"Says Kelly Loeffler is ""for getting rid of health care in the middle of a pandemic.""",https://www.politifact.com/factchecks/2020/nov/20/raphael-warnock/claim-ga-sen-kelly-loeffler-backs-getting-rid-heal/,half-true,"November 5, 2020",coronavirus
2116,“AARP endorsed Biden” and “says if you are past 75 you should just die and go away.”,https://www.politifact.com/factchecks/2020/nov/19/facebook-posts/no-aarp-didnt-endorse-biden-or-say-anyone-older-75/,pants-fire,"November 13, 2020",coronavirus
2117,"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""",https://www.politifact.com/factchecks/2020/nov/18/kim-reynolds/fact-checking-how-accessible-covid-19-tests-are-io/,mostly-true,"November 10, 2020",coronavirus
2118,Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,https://www.politifact.com/factchecks/2020/nov/18/instagram-posts/no-covid-19-vaccines-wont-alter-your-dna-and-contr/,pants-fire,"November 17, 2020",coronavirus
2119,A member of Joe Biden’s COVID-19 task force recommends “withholding food stamps and rent assistance from those who refuse coronavirus vaccines.”,https://www.politifact.com/factchecks/2020/nov/16/instagram-posts/no-bidens-covid-19-task-force-appointee-didnt-prop/,pants-fire,"November 13, 2020",coronavirus
2120,“Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.”,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/ticketmaster-isnt-forcing-you-get-covid-19-vaccine/,false,"November 12, 2020",coronavirus
2121,Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/pennsylvania-residents-under-covid-19-quarantine-c/,barely-true,"November 2, 2020",coronavirus
2122,Photo shows Joe Biden “doesn’t wear a mask on a plane.”,https://www.politifact.com/factchecks/2020/nov/02/tweets/photo-biden-plane-without-face-mask-pandemic/,false,"November 1, 2020",coronavirus
2123,"“Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I'm sorry, but, you know, everybody dies of COVID.’""",https://www.politifact.com/factchecks/2020/nov/01/donald-trump/donald-trumps-false-claim-doctors-inflate-covid-19/,false,"October 30, 2020",coronavirus
2124,“COVID ends next Wednesday.”,https://www.politifact.com/factchecks/2020/oct/31/viral-image/no-coronavirus-pandemic-wont-end-day-after-electio/,false,"October 30, 2020",coronavirus
2125,"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",https://www.politifact.com/factchecks/2020/oct/31/raphael-warnock/fact-checking-raphael-warnocks-claim-georgia-sen-k/,half-true,"October 28, 2020",coronavirus
2126,The number of coronavirus deaths is “almost nothing.”,https://www.politifact.com/factchecks/2020/oct/30/donald-trump-jr/donald-trump-jr-claims-covid-19-deaths-almost-noth/,pants-fire,"October 29, 2020",coronavirus
2127,"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",https://www.politifact.com/factchecks/2020/oct/30/roy-cooper/cooper-right-about-forest-education-board-attendan/,true,"October 14, 2020",coronavirus
2128,“More suicide deaths than coronavirus death past two months.”,https://www.politifact.com/factchecks/2020/oct/27/tom-brady/no-suicides-have-not-outpaced-covid-19-deaths/,false,"October 27, 2020",coronavirus
2129,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,https://www.politifact.com/factchecks/2020/oct/27/donald-trump/trump-wrong-claim-us-padding-covid-19-stats/,false,"October 24, 2020",coronavirus
2130,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",https://www.politifact.com/factchecks/2020/oct/27/facebook-posts/great-barrington-herd-immunity-document-widely-dis/,half-true,"October 22, 2020",coronavirus
2131,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",https://www.politifact.com/factchecks/2020/oct/27/sri-preston-kulkarni/texas-house-race-kulkarni-distorts-nehls-take-mask/,false,"October 23, 2020",coronavirus
2132,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",https://www.politifact.com/factchecks/2020/oct/26/scott-perry/pa-rep-scott-perry-airs-debunked-claim-wuhan-lab-c/,false,"October 17, 2020",coronavirus
2133,"""Generally the deaths are still pretty flat because we've flattened the curve.”",https://www.politifact.com/factchecks/2020/oct/23/ron-johnson/us-sen-ron-johnson-confuses-and-misses-claim-about/,barely-true,"October 21, 2020",coronavirus
2134,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",https://www.politifact.com/factchecks/2020/oct/23/vicky-hartzler/hartzlers-claim-isnt-close-were-long-way-away-herd/,false,"September 2, 2020",coronavirus
2135,Michigan has been “like a prison” during the coronavirus.,https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-says-michigan-during-coronavirus-pandemic-ha/,false,"October 22, 2020",coronavirus
2136,"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-repeats-flawed-claim-biden-opposed-trumps-co/,barely-true,"October 22, 2020",coronavirus
